Gene ID	Gene name
ILMN_1686109	CCL23
ILMN_2120273	AP1S2
ILMN_1730229	CGNL1
ILMN_2411745	EML1
ILMN_1715068	AQP9
ILMN_1676822	C2orf40
ILMN_1690289	DUOX1
ILMN_1805448	EPB41L2
ILMN_1815690	TIE1
ILMN_1780060	FCN3
ILMN_1747305	GIMAP8
ILMN_1721283	HSPB6
ILMN_1726666	GPX3
ILMN_1791280	HSPB8
ILMN_1690454	FAM212A
ILMN_1742789	LPXN
ILMN_2241953	PILRA
ILMN_1751228	TMEM74B
ILMN_2234956	LEPR
ILMN_1684227	GPR146
ILMN_1659936	PPP1R15A
ILMN_1862217	APH1B
ILMN_1688630	RECK
ILMN_1812461	WISP2
ILMN_1651958	MGP
ILMN_1663142	
ILMN_1695290	FERMT2
ILMN_1701551	
ILMN_1797735	C1orf21
ILMN_2384056	GPER1
ILMN_1671092	SOX17
ILMN_1765446	EMP3
ILMN_1753931	CDO1
ILMN_1719577	C10orf67
ILMN_2149782	RAMP2
ILMN_2332553	MSRB3
ILMN_1726245	TGFBR2
ILMN_1752914	ARHGAP31
ILMN_1811313	SLIT3
ILMN_1665219	LTBP4
ILMN_1672536	FBLN1
ILMN_1735877	
ILMN_1703538	AIF1
ILMN_2082209	TOX2
ILMN_2316386	GPBAR1
ILMN_1782086	AOC3
ILMN_1687035	ADAMTSL4
ILMN_2384241	TGFBR2
ILMN_2188333	CD69
ILMN_1669023	FHL5
ILMN_1761782	RAMP3
ILMN_1750912	STXBP6
ILMN_2048659	SFTPA1
ILMN_2067269	RECK
ILMN_2186983	
ILMN_2370624	COL13A1
ILMN_1800912	ZNF106
ILMN_1732296	ID3
ILMN_1744806	CPB2
ILMN_1821052	
ILMN_1810836	PDE5A
ILMN_1735438	GPM6B
ILMN_2225735	CRBN
ILMN_1800626	SESN1
ILMN_1728830	GRK5
ILMN_2086890	ANGPT1
ILMN_1782538	VIM
ILMN_1711049	CACNA2D2
ILMN_1754969	LMCD1
ILMN_1780825	RRAS
ILMN_1736704	DIXDC1
ILMN_2352077	
ILMN_1689114	SFTPA1
ILMN_2261600	FCGR1B
ILMN_1676088	MSRB3
ILMN_1797875	ALOX5AP
ILMN_1778723	AMICA1
ILMN_1684982	PDK4
ILMN_1747622	CD33
ILMN_1684357	
ILMN_2058251	VIM
ILMN_1782419	GNG11
ILMN_2129234	TMEM47
ILMN_2065022	ARHGAP44
ILMN_2059535	PPM1F
ILMN_1688580	CAMP
ILMN_1714253	AGRP
ILMN_1689088	COLEC12
ILMN_1729801	S100A8
ILMN_1678490	RILPL2
ILMN_1807689	PKNOX2
ILMN_1740606	RTKN2
ILMN_2410713	FGFR4
ILMN_1683194	DCN
ILMN_1800078	LMO2
ILMN_1690708	SPTBN1
ILMN_2129161	LRRC32
ILMN_1723035	OLR1
ILMN_2086095	ID2
ILMN_1722622	CD163
ILMN_1751559	TMEM204
ILMN_1652371	KIAA1324L
ILMN_1675453	HHIP
ILMN_1694400	MSR1
ILMN_1767448	LHFP
ILMN_2087656	SLCO2B1
ILMN_1760574	RAI2
ILMN_2389054	CLDN18
ILMN_1793990	ID2
ILMN_1776157	
ILMN_1671106	GJA4
ILMN_1687848	C7
ILMN_1765310	TCEAL2
ILMN_1719811	REM1
ILMN_1753823	IL17D
ILMN_1712673	SASH1
ILMN_1683700	TNFSF12
ILMN_1708107	DPT
ILMN_2339835	PTGS1
ILMN_1691476	
ILMN_1701906	CD300C
ILMN_1729095	PDZD2
ILMN_1716983	LILRA2
ILMN_2350634	EFEMP1
ILMN_1664464	PTGDS
ILMN_1810797	WASF3
ILMN_1714586	VGLL3
ILMN_1673566	ADAMTS1
ILMN_1716089	KANK2
ILMN_1735220	CAV2
ILMN_1752793	SAP18
ILMN_1795158	FGR
ILMN_1669982	
ILMN_1757552	PTRF
ILMN_1805192	ITPRIP
ILMN_1656300	GFRA2
ILMN_1782691	
ILMN_1800225	PPARG
ILMN_1662026	BTK
ILMN_1757338	PLSCR4
ILMN_1707055	FAM110D
ILMN_1680037	FAM65A
ILMN_1815154	MYH10
ILMN_2367239	RCAN1
ILMN_1763452	EVI2B
ILMN_1751099	EFCC1
ILMN_2185984	SASH1
ILMN_1668092	ESAM
ILMN_1699651	IL6
ILMN_1727709	GPBAR1
ILMN_1694140	AFAP1L1
ILMN_1810729	UBL3
ILMN_1729455	EML1
ILMN_1716797	CD302
ILMN_1773814	MUSTN1
ILMN_1737918	C1QA
ILMN_1741917	OSCAR
ILMN_2228938	ECM2
ILMN_2223941	FBLN5
ILMN_2331087	MS4A7
ILMN_1695316	SLC39A8
ILMN_1741159	MAP3K8
ILMN_1712075	SYNM
ILMN_1915908	
ILMN_1699489	TUBB6
ILMN_2228180	MSRA
ILMN_1670305	SERPING1
ILMN_1730355	FGFR4
ILMN_1809291	TSPAN7
ILMN_2311052	
ILMN_1743199	EGR2
ILMN_2223350	SPRYD7
ILMN_1735930	KLF2
ILMN_1705630	ECSCR
ILMN_1688423	FCER1A
ILMN_1814464	RAMP2
ILMN_1798926	SOCS2
ILMN_2312194	CYB5A
ILMN_1880012	SEMA5A
ILMN_2127379	ST6GALNAC3
ILMN_1815032	SOX7
ILMN_1780349	PRG4
ILMN_1810275	
ILMN_2148944	ADCY4
ILMN_2131861	SOCS2
ILMN_1695947	SCN4B
ILMN_1727360	MAOB
ILMN_1773901	STX12
ILMN_2292178	CLEC12A
ILMN_1657361	CBX7
ILMN_1795166	PTH1R
ILMN_2197128	OSR1
ILMN_2043265	ZNF106
ILMN_1707612	FIGF
ILMN_1788192	ARMCX1
ILMN_1778977	TYROBP
ILMN_1721901	CTNNAL1
ILMN_2363591	SDCBP
ILMN_2112357	CD300LF
ILMN_2173004	RAB8B
ILMN_2123743	FCER1G
ILMN_1797526	SERTM1
ILMN_1795442	LAMA4
ILMN_1767068	SMAD6
ILMN_1766925	CDH13
ILMN_1813528	CCBE1
ILMN_2349771	FCN3
ILMN_1718621	TSPAN32
ILMN_1676449	SLIT2
ILMN_1749234	RPL13AP17
ILMN_1715417	SELP
ILMN_1674046	
ILMN_2290618	SEC22C
ILMN_2189371	NTNG1
ILMN_1657892	TLR8
ILMN_1813669	ANKS1A
ILMN_1773650	LRRN3
ILMN_1694011	WNT2
ILMN_2308849	MYADM
ILMN_1716247	FIBIN
ILMN_1678961	FRMD4A
ILMN_1752526	RNF144B
ILMN_2205012	
ILMN_2359945	CES1
ILMN_1704376	GLDN
ILMN_1764030	CCL23
ILMN_1707585	SLC46A2
ILMN_1778964	CLIC5
ILMN_1739813	HYAL1
ILMN_1732799	CD34
ILMN_1727778	NTNG1
ILMN_2087692	CYBRD1
ILMN_1780799	ENPP2
ILMN_1781285	DUSP1
ILMN_1662843	CD53
ILMN_1740875	FPR2
ILMN_1784264	TNFSF13
ILMN_1709204	CLEC4A
ILMN_1761199	SLCO2B1
ILMN_1810844	RARRES2
ILMN_1706217	TLR4
ILMN_1712305	CYBRD1
ILMN_1751276	BDNF
ILMN_1747775	STX2
ILMN_1661628	
ILMN_1755741	DACH1
ILMN_1729915	PILRA
ILMN_1720829	ZFP36
ILMN_1767113	AOX1
ILMN_2334385	NCKAP5
ILMN_2389501	HSD11B1
ILMN_1709683	
ILMN_1713449	TBX3
ILMN_1799725	DOCK2
ILMN_1689111	CXCL12
ILMN_1682636	CXCL2
ILMN_1691341	IL7R
ILMN_2390310	
ILMN_1674243	TFRC
ILMN_1675190	RETN
ILMN_2344283	FMO3
ILMN_1793474	INSIG1
ILMN_1814327	AGTR1
ILMN_2120695	TSPAN7
ILMN_1700541	FBLN1
ILMN_1796976	NLRC4
ILMN_1719543	MAF
ILMN_1710622	DUOXA1
ILMN_2341343	AGTR1
ILMN_2413808	CD53
ILMN_2266962	GYPE
ILMN_1716397	LAYN
ILMN_1707475	UBE2E2
ILMN_1722329	CASQ2
ILMN_1750225	MYCT1
ILMN_2365484	SNX1
ILMN_2071809	MGP
ILMN_1761945	FGFBP2
ILMN_1808657	FMO3
ILMN_1670099	NOSTRIN
ILMN_1815634	COX4I2
ILMN_2173291	CYP4B1
ILMN_2373791	ENPP2
ILMN_1742456	OSTF1
ILMN_2199389	VIPR1
ILMN_1664094	P2RY13
ILMN_2395156	PRELP
ILMN_1784749	GAS6
ILMN_1810864	PMP22
ILMN_1815908	GYPE
ILMN_2284157	CLDN18
ILMN_1674661	CIRBP
ILMN_1668283	HYAL2
ILMN_2075643	ANKRD29
ILMN_1745994	GAS7
ILMN_2139761	LIMCH1
ILMN_2199926	OR7E37P
ILMN_1750805	ARHGAP30
ILMN_2206949	SFTPC
ILMN_1758146	SIRPA
ILMN_1668312	SLC2A9
ILMN_1799487	N4BP2L1
ILMN_1717799	PRKCE
ILMN_1799098	
ILMN_2102670	GATA2
ILMN_1738992	MNDA
ILMN_1779855	HSD17B6
ILMN_1853876	TMEM64
ILMN_2302118	CCDC50
ILMN_1786648	PRX
ILMN_1737406	
ILMN_1700413	MAFF
ILMN_1676649	AQP4
ILMN_1688780	S100A4
ILMN_2321648	SH2D3C
ILMN_1718936	LST1
ILMN_2325347	B3GALNT1
ILMN_1694548	ANXA3
ILMN_1672503	DPYSL2
ILMN_2379599	CD163
ILMN_1675386	CES1
ILMN_1791771	HCK
ILMN_2344650	N4BP2L1
ILMN_1689831	
ILMN_2402581	MYZAP
ILMN_2172969	STXBP6
ILMN_1676256	TPSAB1
ILMN_1684306	S100A4
ILMN_1772910	GAS1
ILMN_1682100	IGSF10
ILMN_1721657	RSU1
ILMN_1808765	ZNF25
ILMN_1770479	LMO7
ILMN_1721549	PLA2G1B
ILMN_1679460	PPFIBP1
ILMN_2316878	PTPRO
ILMN_1685641	BCHE
ILMN_2373285	MSR1
ILMN_1862909	RORA
ILMN_1735762	NPNT
ILMN_1765860	DOCK11
ILMN_1787567	TSC22D1
ILMN_1786823	ICAM2
ILMN_1770085	BTG2
ILMN_1779558	GAS6
ILMN_1748538	ALDH1A2
ILMN_1801441	RFTN2
ILMN_1789338	SORBS3
ILMN_1660808	WFDC1
ILMN_2403228	CLEC12A
ILMN_1721541	WIF1
ILMN_1674151	
ILMN_1801833	ARHGAP24
ILMN_1736184	GSTM3
ILMN_1722713	FBLN1
ILMN_1758523	ABCA3
ILMN_2104295	TMEM178A
ILMN_1671928	PROS1
ILMN_2402172	SEPT4
ILMN_1741165	
ILMN_1709348	ALDH1A1
ILMN_2397646	GPM6A
ILMN_2087646	HLX
ILMN_1784884	LILRB3
ILMN_1688373	LST1
ILMN_2202915	FAR2
ILMN_1731966	LEPR
ILMN_1659215	CYP4B1
ILMN_2317581	
ILMN_1798690	ADAMTSL3
ILMN_1701875	ZYX
ILMN_2357419	LILRA5
ILMN_1698995	DES
ILMN_1706441	UPK3B
ILMN_2415303	CLEC10A
ILMN_1890614	FAM212B
ILMN_2169801	TPSAB1
ILMN_1665449	ROBO4
ILMN_1752046	SH2B3
ILMN_1784737	S1PR4
ILMN_1778523	KLF9
ILMN_2218758	NECAB1
ILMN_2365479	SNX1
ILMN_1736863	TMEM140
ILMN_1664051	SEC22C
ILMN_1764228	DAB2
ILMN_1718565	CDKN1C
ILMN_1677402	C11orf96
ILMN_1678403	TMEM178A
ILMN_2389506	HSD11B1
ILMN_1772706	C10orf32
ILMN_1799600	STARD8
ILMN_2327860	MAL
ILMN_1807529	PADI4
ILMN_1705047	
ILMN_2345353	LST1
ILMN_1659312	PMP22
ILMN_1720024	
ILMN_1690546	PPP3CC
ILMN_2372974	SIRPA
ILMN_2392569	FPR2
ILMN_1806667	FRAS1
ILMN_1774206	
ILMN_1733270	CD163
ILMN_1683694	SLC6A4
ILMN_1771964	GSTA4
ILMN_1712545	S100A3
ILMN_1821176	RNF125
ILMN_1662795	CA2
ILMN_1733157	THSD1
ILMN_1679929	KLF13
ILMN_2216582	LYL1
ILMN_1705210	GRASP
ILMN_2350574	MYADM
ILMN_1732575	SEC14L1
ILMN_1651365	ZBED2
ILMN_2134056	SOX7
ILMN_1740180	
ILMN_2404182	DUOX1
ILMN_2408851	ARHGAP30
ILMN_2359800	MS4A6A
ILMN_2317580	
ILMN_2101278	RGS18
ILMN_1812968	SOX18
ILMN_1683148	PRICKLE2
ILMN_1714167	CYB5A
ILMN_1842850	
ILMN_1716869	GPM6A
ILMN_2078592	ADTRP
ILMN_2150258	ZFP36L2
ILMN_1795484	PGC
ILMN_1754660	ZCCHC24
ILMN_1813572	IL16
ILMN_1697309	NCF1
ILMN_2136446	CTNNAL1
ILMN_2049536	TRPV2
ILMN_1808196	GSTO1
ILMN_1692742	DENND3
ILMN_1710297	EDNRB
ILMN_1790472	SLC25A28
ILMN_1702835	SH3BGRL
ILMN_1810054	CNN1
ILMN_1747192	RNF125
ILMN_1750497	HCAR2
ILMN_1692058	NDN
ILMN_1735779	KCNJ8
ILMN_1744968	KCNAB1
ILMN_1807825	LY86
ILMN_2398408	TCEAL1
ILMN_1718977	GADD45B
ILMN_1760303	PIK3R1
ILMN_1775501	IL1B
ILMN_1671731	AVPI1
ILMN_2378100	FBXL5
ILMN_1732831	CHST7
ILMN_1797744	TPPP3
ILMN_1734205	RASSF1
ILMN_1657810	PPM1M
ILMN_1791890	SPON1
ILMN_1666503	DENND2A
ILMN_1692177	TSC22D1
ILMN_1697420	TINF2
ILMN_2375319	
ILMN_2150095	CES1P1
ILMN_1702636	TUBB6
ILMN_1751607	FOSB
ILMN_2112988	NCF1C
ILMN_1795325	ACTG2
ILMN_2326509	CASP1
ILMN_1736911	TMOD1
ILMN_1727992	FEZ1
ILMN_1687538	ETS1
ILMN_1717163	F13A1
ILMN_1749338	ANKRD29
ILMN_1714567	AHNAK
ILMN_2407669	PEAR1
ILMN_2329927	ABCG1
ILMN_1772976	BTNL9
ILMN_1774127	STAC
ILMN_2391051	FCGR1B
ILMN_2398159	DKK3
ILMN_1764175	GPD1
ILMN_1785356	DENND5A
ILMN_2375825	CD37
ILMN_1715189	LHX6
ILMN_1674620	SGCE
ILMN_2409062	ISCU
ILMN_2267914	CD68
ILMN_1666932	FCGR2A
ILMN_1786176	CD37
ILMN_2314417	HYAL1
ILMN_1759787	THBD
ILMN_1755942	FFAR4
ILMN_1713807	MAN1C1
ILMN_1670490	PDPN
ILMN_2085862	SLC15A3
ILMN_1793616	
ILMN_1686862	HLX
ILMN_1730816	GPR162
ILMN_1743373	DLL1
ILMN_1673880	
ILMN_2340027	TSPAN4
ILMN_1774389	LRRC36
ILMN_2393573	RASSF1
ILMN_1746148	NRROS
ILMN_2276952	TSC22D3
ILMN_2362858	PILRA
ILMN_1677505	CCL21
ILMN_1758315	SLC9A9
ILMN_1796734	SPARC
ILMN_2208413	ARHGAP15
ILMN_1762825	CANX
ILMN_2048591	LRRN3
ILMN_1769245	GLIPR1
ILMN_2391436	
ILMN_1853824	MGAT3
ILMN_1653203	EFEMP2
ILMN_1815552	NTAN1
ILMN_1768260	GAS6
ILMN_2326512	CASP1
ILMN_2151281	GABARAPL1
ILMN_1704985	CYP27A1
ILMN_1703123	CSRNP1
ILMN_1806533	PDE7B
ILMN_1711157	NOTCH4
ILMN_1687213	FAM167A
ILMN_1668592	STON1
ILMN_1773063	OSBPL1A
ILMN_2363586	SDCBP
ILMN_1682761	SCIMP
ILMN_1668743	RILPL2
ILMN_2326273	CHI3L2
ILMN_2315789	PTPRD
ILMN_1724789	CD59
ILMN_2305225	NDRG4
ILMN_1667081	CCND2
ILMN_1758719	NEDD9
ILMN_1672443	QDPR
ILMN_1803024	UPK3B
ILMN_2339294	LILRB5
ILMN_1721035	MS4A6A
ILMN_1794399	SNRK
ILMN_1757186	GIMAP1
ILMN_1799614	PNPLA6
ILMN_1796642	NCF2
ILMN_1811921	CSRP1
ILMN_1792495	AHNAK
ILMN_1801864	NTAN1
ILMN_1771261	SYNC
ILMN_1720484	CRTAP
ILMN_1697548	LPHN2
ILMN_1673320	CCDC178
ILMN_2107184	SNRK
ILMN_2079655	KLRB1
ILMN_1807277	IFI30
ILMN_1680424	CTSG
ILMN_2199439	CA2
ILMN_1720048	CCL2
ILMN_1751803	LSM10
ILMN_1733675	MPP1
ILMN_1747344	IL3RA
ILMN_2114720	SLPI
ILMN_1664912	
ILMN_1662932	LCP1
ILMN_1738816	FOXO1
ILMN_1759023	WFS1
ILMN_1706015	FAM43A
ILMN_2067656	CCND2
ILMN_1770963	NAALADL1
ILMN_1716276	
ILMN_1733579	EVI2A
ILMN_1796409	C1QB
ILMN_2264011	GRAP
ILMN_1730454	FOLR3
ILMN_2364384	PPARG
ILMN_2374865	ATF3
ILMN_1796339	
ILMN_1779163	AAMDC
ILMN_1666594	IRF8
ILMN_2197365	RGS2
ILMN_1673363	CD97
ILMN_1701204	VEGFC
ILMN_1724493	LYSMD2
ILMN_1768110	ZAK
ILMN_1771333	
ILMN_1778240	GFOD1
ILMN_1695299	PDLIM3
ILMN_1768598	
ILMN_1776678	GIMAP7
ILMN_1799134	KLRD1
ILMN_1699931	HCST
ILMN_2095610	ANXA8
ILMN_2352303	RASSF2
ILMN_1811636	IFT57
ILMN_1787595	B3GALNT1
ILMN_1778242	CALM1
ILMN_1656837	RBP1
ILMN_2376403	TSC22D3
ILMN_1683798	
ILMN_1707286	PLBD1
ILMN_2335704	NCF4
ILMN_1701947	GPR34
ILMN_1795905	ZBTB4
ILMN_1813766	RCL1
ILMN_1705685	MEIS1
ILMN_2075603	MRGPRF
ILMN_2367418	OSCAR
ILMN_1803825	CXCL12
ILMN_1776723	
ILMN_1729112	CHPT1
ILMN_1727098	PPP1R16B
ILMN_1728107	GNG7
ILMN_1720158	ETS2
ILMN_1790098	
ILMN_1807283	NDST1
ILMN_2264177	UPK3B
ILMN_2230025	PDLIM3
ILMN_1815673	DKK3
ILMN_1665964	GAB2
ILMN_1693009	FGL2
ILMN_1689585	
ILMN_1789003	CPB2
ILMN_1776953	MYL9
ILMN_1766657	STOM
ILMN_1733851	DACT3
ILMN_1807925	GNG2
ILMN_1782560	CD86
ILMN_2387105	OGN
ILMN_1756541	MXD4
ILMN_1772686	FGD3
ILMN_1652525	MVB12B
ILMN_2328666	CD83
ILMN_1717207	
ILMN_1667692	PTGIS
ILMN_1779965	AK1
ILMN_1682928	CPVL
ILMN_1766200	CALHM2
ILMN_1672660	MBP
ILMN_1776649	LRRK2
ILMN_1728639	FCGR3B
ILMN_2368834	MYH11
ILMN_1760778	ENG
ILMN_1743933	TSHZ3
ILMN_2138765	PLIN2
ILMN_1719986	PIK3IP1
ILMN_1791847	DAPK2
ILMN_1791211	
ILMN_1773906	NCOA4
ILMN_2113490	NTN4
ILMN_1691736	ST6GALNAC6
ILMN_1688642	LAMC3
ILMN_1762747	RPL15
ILMN_1784333	SECISBP2L
ILMN_1665775	MARC2
ILMN_1899407	
ILMN_1774387	ZHX3
ILMN_1682099	TNFAIP8L3
ILMN_2063586	CLIC4
ILMN_1812618	ARAP3
ILMN_1796423	CLIC3
ILMN_2146418	CRIM1
ILMN_1764500	BRK1
ILMN_1808245	SBSPON
ILMN_1691575	SNX2
ILMN_1735014	KLF6
ILMN_1716733	MYOM2
ILMN_1660086	MYH11
ILMN_2411731	HPS5
ILMN_1886515	
ILMN_1777998	ARHGAP25
ILMN_1739161	PPAP2A
ILMN_2383707	ALDH1A2
ILMN_1788955	PDLIM1
ILMN_1790508	KCNA5
ILMN_1768575	SFTPD
ILMN_2351638	BEX4
ILMN_1684836	AKAP12
ILMN_1801616	EMP1
ILMN_1801043	GSN
ILMN_1793859	ALDH2
ILMN_1718607	TSPAN4
ILMN_1695972	CCDC89
ILMN_2099301	SUN2
ILMN_1756862	
ILMN_1780582	CD83
ILMN_1731293	C8B
ILMN_1665235	CRTAP
ILMN_2345898	SLA
ILMN_1682727	JAZF1
ILMN_1812070	ABCB1
ILMN_2151739	CAT
ILMN_1703316	INAFM1
ILMN_1781256	LEFTY2
ILMN_1684887	SAMSN1
ILMN_1808011	FAM46B
ILMN_1746359	RERG
ILMN_1656285	METTL7A
ILMN_1702487	SGK1
ILMN_1699829	CTGF
ILMN_2315979	LBH
ILMN_1705231	SLCO2A1
ILMN_1681103	AQP1
ILMN_1811426	
ILMN_1746696	PDS5B
ILMN_1721088	MS4A15
ILMN_1667371	SLA
ILMN_1720710	HSPB3
ILMN_1819608	ARRB1
ILMN_1787127	SLC43A2
ILMN_2053345	KCNT2
ILMN_2371280	CSF3R
ILMN_2225144	EIF4E3
ILMN_2370336	MS4A4A
ILMN_1696463	SPI1
ILMN_2373831	BTN3A3
ILMN_2289849	FCGR2A
ILMN_1706523	FCGR2A
ILMN_1723962	LXN
ILMN_1664861	ID1
ILMN_1800008	ACAT1
ILMN_2326953	LAT2
ILMN_2298365	PPP2R2B
ILMN_1683598	ACSL4
ILMN_1675083	F8
ILMN_1799030	CMTM2
ILMN_1701361	LURAP1L
ILMN_1696767	SERP2
ILMN_2109197	EPB41L3
ILMN_1667893	TNS3
ILMN_1794594	
ILMN_1769409	TMEM261
ILMN_1761425	OLFML2A
ILMN_1702858	ADHFE1
ILMN_2193325	MMP23B
ILMN_1752895	STX8
ILMN_1815168	HVCN1
ILMN_1657683	C1orf198
ILMN_1716264	ANKRD1
ILMN_1775743	BTG1
ILMN_1776936	KANK4
ILMN_2410929	PAPSS2
ILMN_1697268	EMILIN2
ILMN_1656373	BNC2
ILMN_1796458	GABARAPL2
ILMN_2115434	RAB32
ILMN_1795762	PLEK
ILMN_1745954	CORO1C
